"No.","Time","Source","Destination","Protocol","Length","Info"
"452","9.147494973","142.250.179.132","10.0.2.15","TLSv1.3","140","Application Data"
"453","9.150184343","142.250.179.132","10.0.2.15","TLSv1.3","4804","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"454","9.150238599","10.0.2.15","142.250.179.132","TCP","54","51738  >  443 [ACK] Seq=5451 Ack=452544 Win=65535 Len=0"
"455","9.150539727","10.0.2.15","142.250.179.132","TLSv1.3","93","Application Data"
"456","9.150887603","142.250.179.132","10.0.2.15","TLSv1.3","85","Application Data"
"457","9.150887751","142.250.179.132","10.0.2.15","TCP","60","443  >  51738 [ACK] Seq=452575 Ack=5490 Win=65535 Len=0"
"458","9.195005864","10.0.2.15","142.250.179.132","TCP","54","51738  >  443 [ACK] Seq=5490 Ack=452575 Win=65535 Len=0"
"459","9.324112626","10.0.2.15","142.250.179.132","TLSv1.3","741","Application Data"
"460","9.324715271","142.250.179.132","10.0.2.15","TCP","60","443  >  51738 [ACK] Seq=452575 Ack=6177 Win=65535 Len=0"
"461","9.350568514","142.250.179.132","10.0.2.15","TLSv1.3","155","Application Data"
"462","9.350596638","10.0.2.15","142.250.179.132","TCP","54","51738  >  443 [ACK] Seq=6177 Ack=452676 Win=65535 Len=0"
"463","9.351700833","142.250.179.132","10.0.2.15","TLSv1.3","5054","Application Data, Application Data, Application Data, Application Data"
"464","9.351734764","10.0.2.15","142.250.179.132","TCP","54","51738  >  443 [ACK] Seq=6177 Ack=457676 Win=65535 Len=0"
"465","9.352460411","142.250.179.132","10.0.2.15","TLSv1.3","5054","Application Data, Application Data, Application Data, Application Data"
"466","9.352477833","10.0.2.15","142.250.179.132","TCP","54","51738  >  443 [ACK] Seq=6177 Ack=462676 Win=65535 Len=0"
"467","9.352656182","142.250.179.132","10.0.2.15","TLSv1.3","2554","Application Data, Application Data"
"468","9.352670737","10.0.2.15","142.250.179.132","TCP","54","51738  >  443 [ACK] Seq=6177 Ack=465176 Win=65535 Len=0"
"469","9.353320611","142.250.179.132","10.0.2.15","TLSv1.3","2570","Application Data, Application Data, Application Data"
"470","9.353335886","10.0.2.15","142.250.179.132","TCP","54","51738  >  443 [ACK] Seq=6177 Ack=467692 Win=65535 Len=0"
"471","9.353609726","10.0.2.15","142.250.179.132","TLSv1.3","93","Application Data"
"472","9.354016269","142.250.179.132","10.0.2.15","TCP","60","443  >  51738 [ACK] Seq=467692 Ack=6216 Win=65535 Len=0"
"473","9.470495232","10.0.2.15","142.250.179.132","TLSv1.3","746","Application Data"
"474","9.471112050","142.250.179.132","10.0.2.15","TCP","60","443  >  51738 [ACK] Seq=467692 Ack=6908 Win=65535 Len=0"
"475","9.510106243","142.250.179.132","10.0.2.15","TLSv1.3","131","Application Data"
"476","9.510134314","10.0.2.15","142.250.179.132","TCP","54","51738  >  443 [ACK] Seq=6908 Ack=467769 Win=65535 Len=0"
"477","9.510106376","142.250.179.132","10.0.2.15","TLSv1.3","737","Application Data"
"478","9.510254418","10.0.2.15","142.250.179.132","TCP","54","51738  >  443 [ACK] Seq=6908 Ack=468452 Win=65535 Len=0"
"479","9.511447685","142.250.179.132","10.0.2.15","TLSv1.3","124","Application Data, Application Data"
"480","9.512218294","10.0.2.15","142.250.179.132","TCP","54","51738  >  443 [ACK] Seq=6908 Ack=468522 Win=65535 Len=0"
"481","9.512345355","10.0.2.15","142.250.179.132","TLSv1.3","93","Application Data"
"482","9.512920585","142.250.179.132","10.0.2.15","TCP","60","443  >  51738 [ACK] Seq=468522 Ack=6947 Win=65535 Len=0"
"483","9.545576733","10.0.2.15","142.250.179.132","TLSv1.3","419","Application Data"
"484","9.545838283","10.0.2.15","142.250.179.132","TLSv1.3","85","Application Data"
"485","9.546201706","142.250.179.132","10.0.2.15","TCP","60","443  >  51738 [ACK] Seq=468522 Ack=7312 Win=65535 Len=0"
"486","9.546424357","142.250.179.132","10.0.2.15","TCP","60","443  >  51738 [ACK] Seq=468522 Ack=7343 Win=65535 Len=0"
"487","9.550678707","10.0.2.15","130.89.0.128","DNS","80","Standard query 0xae04 A adservice.google.com"
"488","9.562070480","142.250.179.132","10.0.2.15","TLSv1.3","187","Application Data, Application Data, Application Data"
"489","9.562070635","130.89.0.128","10.0.2.15","DNS","96","Standard query response 0xae04 A adservice.google.com A 172.217.168.194"
"490","9.562739857","10.0.2.15","142.250.179.132","TCP","54","51738  >  443 [ACK] Seq=7343 Ack=468655 Win=65535 Len=0"
"491","9.562938183","10.0.2.15","142.250.179.132","TLSv1.3","93","Application Data"
"492","9.563499508","10.0.2.15","172.217.168.194","TCP","74","39030  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1491851270 TSecr=0 WS=128"
"493","9.563717105","142.250.179.132","10.0.2.15","TCP","60","443  >  51738 [ACK] Seq=468655 Ack=7382 Win=65535 Len=0"
"494","9.577602228","172.217.168.194","10.0.2.15","TCP","60","443  >  39030 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"495","9.577658734","10.0.2.15","172.217.168.194","TCP","54","39030  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"496","9.589241426","10.0.2.15","172.217.168.194","TLSv1.3","571","Client Hello"
"497","9.589862933","172.217.168.194","10.0.2.15","TCP","60","443  >  39030 [ACK] Seq=1 Ack=518 Win=65535 Len=0"
"498","9.597466207","172.217.168.194","10.0.2.15","TLSv1.3","2554","Server Hello, Change Cipher Spec"
"499","9.597495541","10.0.2.15","172.217.168.194","TCP","54","39030  >  443 [ACK] Seq=518 Ack=2501 Win=62780 Len=0"
"500","9.598509828","172.217.168.194","10.0.2.15","TLSv1.3","4206","Application Data"
"501","9.598532881","10.0.2.15","172.217.168.194","TCP","54","39030  >  443 [ACK] Seq=518 Ack=6653 Win=59860 Len=0"
"502","9.609272671","10.0.2.15","172.217.168.194","TLSv1.3","118","Change Cipher Spec, Application Data"
"503","9.609885078","172.217.168.194","10.0.2.15","TCP","60","443  >  39030 [ACK] Seq=6653 Ack=582 Win=65535 Len=0"
"504","9.610387744","10.0.2.15","172.217.168.194","TLSv1.3","224","Application Data"
"505","9.610449849","10.0.2.15","172.217.168.194","TLSv1.3","530","Application Data"
"506","9.610989381","172.217.168.194","10.0.2.15","TCP","60","443  >  39030 [ACK] Seq=6653 Ack=752 Win=65535 Len=0"
"507","9.610989531","172.217.168.194","10.0.2.15","TCP","60","443  >  39030 [ACK] Seq=6653 Ack=1228 Win=65535 Len=0"
"508","9.616271121","172.217.168.194","10.0.2.15","TLSv1.3","693","Application Data, Application Data, Application Data"
"509","9.616299003","10.0.2.15","172.217.168.194","TCP","54","39030  >  443 [ACK] Seq=1228 Ack=7292 Win=62780 Len=0"
"510","9.616810753","10.0.2.15","172.217.168.194","TLSv1.3","85","Application Data"
"511","9.617322131","172.217.168.194","10.0.2.15","TCP","60","443  >  39030 [ACK] Seq=7292 Ack=1259 Win=65535 Len=0"
"512","9.626908674","172.217.168.194","10.0.2.15","TLSv1.3","611","Application Data"
"513","9.626937727","10.0.2.15","172.217.168.194","TCP","54","39030  >  443 [ACK] Seq=1259 Ack=7849 Win=62780 Len=0"
"514","9.627731201","10.0.2.15","172.217.168.194","TLSv1.3","93","Application Data"
"515","9.628156958","172.217.168.194","10.0.2.15","TCP","60","443  >  39030 [ACK] Seq=7849 Ack=1298 Win=65535 Len=0"
"516","9.646192303","10.0.2.15","130.89.0.128","DNS","79","Standard query 0xaf66 A adservice.google.nl"
"517","9.650029074","130.89.0.128","10.0.2.15","DNS","135","Standard query response 0xaf66 A adservice.google.nl CNAME pagead46.l.doubleclick.net A 142.250.179.194"
"518","9.651169336","10.0.2.15","142.250.179.194","TCP","74","33026  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3521904779 TSecr=0 WS=128"
"519","9.658560655","142.250.179.194","10.0.2.15","TCP","60","443  >  33026 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"520","9.658620932","10.0.2.15","142.250.179.194","TCP","54","33026  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"521","9.668864276","10.0.2.15","142.250.179.194","TLSv1.3","703","Client Hello"
"522","9.680920220","142.250.179.194","10.0.2.15","TCP","60","443  >  33026 [ACK] Seq=1 Ack=650 Win=65535 Len=0"
"523","9.680953117","10.0.2.15","142.250.179.194","TLSv1.3","667","Change Cipher Spec, Application Data"
"524","9.680920373","142.250.179.194","10.0.2.15","TLSv1.3","878","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data"
"525","9.680989150","10.0.2.15","142.250.179.194","TCP","54","33026  >  443 [ACK] Seq=1263 Ack=825 Win=63448 Len=0"
"526","9.681490986","142.250.179.194","10.0.2.15","TCP","60","443  >  33026 [ACK] Seq=825 Ack=1263 Win=65535 Len=0"
"527","9.683969426","10.0.2.15","142.250.179.194","TLSv1.3","138","Application Data, Application Data"
"528","9.684784031","142.250.179.194","10.0.2.15","TCP","60","443  >  33026 [ACK] Seq=825 Ack=1347 Win=65535 Len=0"
"529","9.686849216","142.250.179.194","10.0.2.15","TLSv1.3","85","Application Data"
"530","9.686872424","10.0.2.15","142.250.179.194","TCP","54","33026  >  443 [ACK] Seq=1347 Ack=856 Win=63448 Len=0"
"531","9.693146644","142.250.179.194","10.0.2.15","TLSv1.3","954","Application Data, Application Data, Application Data"
"532","9.693174197","10.0.2.15","142.250.179.194","TCP","54","33026  >  443 [ACK] Seq=1347 Ack=1756 Win=63000 Len=0"
"533","9.696516887","10.0.2.15","142.250.179.194","TLSv1.3","85","Application Data"
"534","9.697131470","10.0.2.15","142.250.179.194","TLSv1.3","93","Application Data"
"535","9.697140774","142.250.179.194","10.0.2.15","TCP","60","443  >  33026 [ACK] Seq=1756 Ack=1378 Win=65535 Len=0"
"536","9.697587802","142.250.179.194","10.0.2.15","TCP","60","443  >  33026 [ACK] Seq=1756 Ack=1417 Win=65535 Len=0"
"537","9.707416908","10.0.2.15","130.89.0.128","DNS","87","Standard query 0x3f45 A googleads.g.doubleclick.net"
"538","9.711066777","130.89.0.128","10.0.2.15","DNS","103","Standard query response 0x3f45 A googleads.g.doubleclick.net A 142.251.36.2"
"539","9.713871726","10.0.2.15","142.251.36.2","TCP","74","46492  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2440181486 TSecr=0 WS=128"
"540","9.728702559","142.251.36.2","10.0.2.15","TCP","60","443  >  46492 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"541","9.728774986","10.0.2.15","142.251.36.2","TCP","54","46492  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"542","9.739178874","10.0.2.15","142.251.36.2","TLSv1.3","571","Client Hello"
"543","9.739814364","142.251.36.2","10.0.2.15","TCP","60","443  >  46492 [ACK] Seq=1 Ack=518 Win=65535 Len=0"
"544","9.748463851","142.251.36.2","10.0.2.15","TLSv1.3","2974","Server Hello, Change Cipher Spec"
"545","9.748494290","10.0.2.15","142.251.36.2","TCP","54","46492  >  443 [ACK] Seq=518 Ack=2921 Win=62780 Len=0"
"546","9.748698174","142.251.36.2","10.0.2.15","TLSv1.3","1667","Application Data"
"547","9.748715176","10.0.2.15","142.251.36.2","TCP","54","46492  >  443 [ACK] Seq=518 Ack=4534 Win=61320 Len=0"
"548","9.760870404","10.0.2.15","142.251.36.2","TLSv1.3","118","Change Cipher Spec, Application Data"
"549","9.761491045","142.251.36.2","10.0.2.15","TCP","60","443  >  46492 [ACK] Seq=4534 Ack=582 Win=65535 Len=0"
"550","9.762549933","10.0.2.15","142.251.36.2","TLSv1.3","224","Application Data"
"551","9.763384401","142.251.36.2","10.0.2.15","TCP","60","443  >  46492 [ACK] Seq=4534 Ack=752 Win=65535 Len=0"
"552","9.768299370","142.251.36.2","10.0.2.15","TLSv1.3","662","Application Data, Application Data"
"553","9.768743125","142.251.36.2","10.0.2.15","TLSv1.3","85","Application Data"
"554","9.769467822","10.0.2.15","142.251.36.2","TCP","54","46492  >  443 [ACK] Seq=752 Ack=5173 Win=62780 Len=0"
"555","9.772746903","10.0.2.15","142.251.36.2","TLSv1.3","340","Application Data"
"556","9.773425261","142.251.36.2","10.0.2.15","TCP","60","443  >  46492 [ACK] Seq=5173 Ack=1038 Win=65535 Len=0"
"557","9.776544235","10.0.2.15","142.251.36.2","TLSv1.3","85","Application Data"
"558","9.777054799","142.251.36.2","10.0.2.15","TCP","60","443  >  46492 [ACK] Seq=5173 Ack=1069 Win=65535 Len=0"
"559","9.783921574","142.251.36.2","10.0.2.15","TLSv1.3","598","Application Data"
"560","9.783965332","10.0.2.15","142.251.36.2","TCP","54","46492  >  443 [ACK] Seq=1069 Ack=5717 Win=62780 Len=0"
"561","9.787407285","142.251.36.2","10.0.2.15","TLSv1.3","124","Application Data, Application Data"
"562","9.787471845","10.0.2.15","142.251.36.2","TCP","54","46492  >  443 [ACK] Seq=1069 Ack=5787 Win=62780 Len=0"
"563","9.788669847","10.0.2.15","142.251.36.2","TLSv1.3","93","Application Data"
"564","9.789393043","142.251.36.2","10.0.2.15","TCP","60","443  >  46492 [ACK] Seq=5787 Ack=1108 Win=65535 Len=0"
"565","9.804030770","10.0.2.15","172.217.168.194","TLSv1.3","222","Application Data"
"566","9.804703446","172.217.168.194","10.0.2.15","TCP","60","443  >  39030 [ACK] Seq=7849 Ack=1466 Win=65535 Len=0"
"567","9.816435318","172.217.168.194","10.0.2.15","TLSv1.3","233","Application Data"
"568","9.816435437","172.217.168.194","10.0.2.15","TLSv1.3","124","Application Data, Application Data"
"569","9.817695826","10.0.2.15","172.217.168.194","TCP","54","39030  >  443 [ACK] Seq=1466 Ack=8098 Win=62780 Len=0"
"570","9.817774261","10.0.2.15","172.217.168.194","TLSv1.3","93","Application Data"
"571","9.818610319","172.217.168.194","10.0.2.15","TCP","60","443  >  39030 [ACK] Seq=8098 Ack=1505 Win=65535 Len=0"
"572","9.830054955","10.0.2.15","142.250.179.194","TLSv1.3","204","Application Data"
"573","9.832160845","142.250.179.194","10.0.2.15","TCP","60","443  >  33026 [ACK] Seq=1756 Ack=1567 Win=65535 Len=0"
"574","9.843422211","142.250.179.194","10.0.2.15","TLSv1.3","238","Application Data"
"575","9.843454903","10.0.2.15","142.250.179.194","TCP","54","33026  >  443 [ACK] Seq=1567 Ack=1940 Win=63900 Len=0"
"576","9.843422415","142.250.179.194","10.0.2.15","TLSv1.3","124","Application Data, Application Data"
"577","9.843512116","10.0.2.15","142.250.179.194","TCP","54","33026  >  443 [ACK] Seq=1567 Ack=2010 Win=63900 Len=0"
"578","9.844152370","10.0.2.15","142.250.179.194","TLSv1.3","93","Application Data"
"579","9.844835404","142.250.179.194","10.0.2.15","TCP","60","443  >  33026 [ACK] Seq=2010 Ack=1606 Win=65535 Len=0"
"580","9.872589389","10.0.2.15","142.251.36.2","TLSv1.3","201","Application Data"
"581","9.873221533","142.251.36.2","10.0.2.15","TCP","60","443  >  46492 [ACK] Seq=5787 Ack=1255 Win=65535 Len=0"
"582","9.887001840","142.251.36.2","10.0.2.15","TLSv1.3","206","Application Data, Application Data, Application Data"
"583","9.887733589","10.0.2.15","142.251.36.2","TLSv1.3","93","Application Data"
"584","9.888294049","142.251.36.2","10.0.2.15","TCP","60","443  >  46492 [ACK] Seq=5939 Ack=1294 Win=65535 Len=0"
"585","18.995715106","10.0.2.15","142.251.36.35","TCP","54","[TCP Keep-Alive] 58272  >  80 [ACK] Seq=374 Ack=703 Win=63882 Len=0"
"586","18.996512884","142.251.36.35","10.0.2.15","TCP","60","[TCP Keep-Alive ACK] 80  >  58272 [ACK] Seq=703 Ack=375 Win=65535 Len=0"
"587","29.235602618","10.0.2.15","142.251.36.35","TCP","54","[TCP Keep-Alive] 58272  >  80 [ACK] Seq=374 Ack=703 Win=63882 Len=0"
"588","29.236239798","142.251.36.35","10.0.2.15","TCP","60","[TCP Keep-Alive ACK] 80  >  58272 [ACK] Seq=703 Ack=375 Win=65535 Len=0"
"589","39.475595407","10.0.2.15","142.251.36.35","TCP","54","[TCP Keep-Alive] 58272  >  80 [ACK] Seq=374 Ack=703 Win=63882 Len=0"
"590","39.476288227","142.251.36.35","10.0.2.15","TCP","60","[TCP Keep-Alive ACK] 80  >  58272 [ACK] Seq=703 Ack=375 Win=65535 Len=0"
"591","44.595192915","PcsCompu_43:73:bc","RealtekU_12:35:02","ARP","42","Who has 10.0.2.2? Tell 10.0.2.15"
"592","44.595920325","RealtekU_12:35:02","PcsCompu_43:73:bc","ARP","60","10.0.2.2 is at 52:54:00:12:35:02"
"593","49.715035099","10.0.2.15","142.251.36.35","TCP","54","[TCP Keep-Alive] 58272  >  80 [ACK] Seq=374 Ack=703 Win=63882 Len=0"
"594","49.715692526","142.251.36.35","10.0.2.15","TCP","60","[TCP Keep-Alive ACK] 80  >  58272 [ACK] Seq=703 Ack=375 Win=65535 Len=0"
"595","59.955267246","10.0.2.15","142.251.36.35","TCP","54","[TCP Keep-Alive] 58272  >  80 [ACK] Seq=374 Ack=703 Win=63882 Len=0"
"596","59.955845657","142.251.36.35","10.0.2.15","TCP","60","[TCP Keep-Alive ACK] 80  >  58272 [ACK] Seq=703 Ack=375 Win=65535 Len=0"
"597","65.551103113","10.0.2.15","216.58.214.3","TLSv1.3","93","Application Data"
"598","65.552447040","216.58.214.3","10.0.2.15","TCP","60","443  >  52242 [ACK] Seq=856 Ack=978 Win=65535 Len=0"
"599","65.559188729","216.58.214.3","10.0.2.15","TLSv1.3","93","Application Data"
"600","65.559238393","10.0.2.15","216.58.214.3","TCP","54","52242  >  443 [ACK] Seq=978 Ack=895 Win=63385 Len=0"
"601","66.552480969","10.0.2.15","142.251.34.227","TLSv1.3","93","Application Data"
"602","66.554009117","142.251.34.227","10.0.2.15","TCP","60","443  >  49640 [ACK] Seq=8037 Ack=1489 Win=65535 Len=0"
"603","66.813790990","142.251.34.227","10.0.2.15","TLSv1.3","93","Application Data"
"604","66.867651739","10.0.2.15","142.251.34.227","TCP","54","49640  >  443 [ACK] Seq=1489 Ack=8076 Win=62780 Len=0"
"605","67.553604423","10.0.2.15","142.250.179.131","TLSv1.3","93","Application Data"
"606","67.553742239","10.0.2.15","142.250.179.182","TLSv1.3","93","Application Data"
"607","67.553815812","10.0.2.15","142.251.36.46","TLSv1.3","93","Application Data"
"608","67.555197994","142.250.179.131","10.0.2.15","TCP","60","443  >  42290 [ACK] Seq=856 Ack=976 Win=65535 Len=0"
"609","67.555517462","142.250.179.182","10.0.2.15","TCP","60","443  >  48778 [ACK] Seq=12298 Ack=1413 Win=65535 Len=0"
"610","67.555969050","142.251.36.46","10.0.2.15","TCP","60","443  >  40564 [ACK] Seq=4950 Ack=822 Win=65535 Len=0"
"611","67.560055825","142.250.179.182","10.0.2.15","TLSv1.3","93","Application Data"
"612","67.560056015","142.250.179.131","10.0.2.15","TLSv1.3","93","Application Data"
"613","67.560141511","10.0.2.15","142.250.179.131","TCP","54","42290  >  443 [ACK] Seq=976 Ack=895 Win=63448 Len=0"
"614","67.560604713","142.251.36.46","10.0.2.15","TLSv1.3","93","Application Data"
"615","67.560633662","10.0.2.15","142.251.36.46","TCP","54","40564  >  443 [ACK] Seq=822 Ack=4989 Win=62780 Len=0"
"616","67.603523913","10.0.2.15","142.250.179.182","TCP","54","48778  >  443 [ACK] Seq=1413 Ack=12337 Win=62780 Len=0"
"617","68.555377012","10.0.2.15","142.251.36.2","TLSv1.3","93","Application Data"
"618","68.555528690","10.0.2.15","142.250.179.132","TLSv1.3","93","Application Data"
"619","68.555803243","10.0.2.15","142.250.179.194","TLSv1.3","93","Application Data"
"620","68.555944522","10.0.2.15","172.217.168.194","TLSv1.3","93","Application Data"
"621","68.556752231","142.251.36.2","10.0.2.15","TCP","60","443  >  46492 [ACK] Seq=5939 Ack=1333 Win=65535 Len=0"
"622","68.557186994","142.250.179.132","10.0.2.15","TCP","60","443  >  51738 [ACK] Seq=468655 Ack=7421 Win=65535 Len=0"
"623","68.557635777","142.250.179.194","10.0.2.15","TCP","60","443  >  33026 [ACK] Seq=2010 Ack=1645 Win=65535 Len=0"
"624","68.558015532","172.217.168.194","10.0.2.15","TCP","60","443  >  39030 [ACK] Seq=8098 Ack=1544 Win=65535 Len=0"
"625","68.562905299","142.250.179.132","10.0.2.15","TLSv1.3","93","Application Data"
"626","68.562905470","142.251.36.2","10.0.2.15","TLSv1.3","93","Application Data"
"627","68.562905605","142.250.179.194","10.0.2.15","TLSv1.3","93","Application Data"
"628","68.562999846","10.0.2.15","142.250.179.194","TCP","54","33026  >  443 [ACK] Seq=1645 Ack=2049 Win=63900 Len=0"
"629","68.562905747","172.217.168.194","10.0.2.15","TLSv1.3","93","Application Data"
"630","68.607603925","10.0.2.15","172.217.168.194","TCP","54","39030  >  443 [ACK] Seq=1544 Ack=8137 Win=62780 Len=0"
"631","68.607675001","10.0.2.15","142.250.179.132","TCP","54","51738  >  443 [ACK] Seq=7421 Ack=468694 Win=65535 Len=0"
"632","68.607699791","10.0.2.15","142.251.36.2","TCP","54","46492  >  443 [ACK] Seq=1333 Ack=5978 Win=62780 Len=0"
"633","70.195936799","10.0.2.15","142.251.36.35","TCP","54","[TCP Keep-Alive] 58272  >  80 [ACK] Seq=374 Ack=703 Win=63882 Len=0"
"634","70.196516276","142.251.36.35","10.0.2.15","TCP","60","[TCP Keep-Alive ACK] 80  >  58272 [ACK] Seq=703 Ack=375 Win=65535 Len=0"
"635","80.436104227","10.0.2.15","142.251.36.35","TCP","54","[TCP Keep-Alive] 58272  >  80 [ACK] Seq=374 Ack=703 Win=63882 Len=0"
"636","80.436879238","142.251.36.35","10.0.2.15","TCP","60","[TCP Keep-Alive ACK] 80  >  58272 [ACK] Seq=703 Ack=375 Win=65535 Len=0"
"637","90.676293397","10.0.2.15","142.251.36.35","TCP","54","[TCP Keep-Alive] 58272  >  80 [ACK] Seq=374 Ack=703 Win=63882 Len=0"
"638","90.676996919","142.251.36.35","10.0.2.15","TCP","60","[TCP Keep-Alive ACK] 80  >  58272 [ACK] Seq=703 Ack=375 Win=65535 Len=0"
"639","100.918976593","10.0.2.15","142.251.36.35","TCP","54","[TCP Keep-Alive] 58272  >  80 [ACK] Seq=374 Ack=703 Win=63882 Len=0"
"640","100.919540270","142.251.36.35","10.0.2.15","TCP","60","[TCP Keep-Alive ACK] 80  >  58272 [ACK] Seq=703 Ack=375 Win=65535 Len=0"
"641","105.192464335","10.0.2.15","130.89.0.128","DNS","85","Standard query 0xa5f6 A push.services.mozilla.com"
"642","105.192555061","10.0.2.15","130.89.0.128","DNS","85","Standard query 0x68ce AAAA push.services.mozilla.com"
"643","105.197466707","130.89.0.128","10.0.2.15","DNS","139","Standard query response 0xa5f6 A push.services.mozilla.com CNAME autopush.prod.mozaws.net A 35.164.163.28"
"644","105.197803211","130.89.0.128","10.0.2.15","DNS","205","Standard query response 0x68ce AAAA push.services.mozilla.com CNAME autopush.prod.mozaws.net SOA ns-1260.awsdns-29.org"
"645","105.201633098","10.0.2.15","130.89.0.128","DNS","85","Standard query 0x3c8a A push.services.mozilla.com"
"646","105.201712569","10.0.2.15","130.89.0.128","DNS","85","Standard query 0xef82 AAAA push.services.mozilla.com"
"647","105.205705110","130.89.0.128","10.0.2.15","DNS","205","Standard query response 0xef82 AAAA push.services.mozilla.com CNAME autopush.prod.mozaws.net SOA ns-1260.awsdns-29.org"
"648","105.206760849","130.89.0.128","10.0.2.15","DNS","139","Standard query response 0x3c8a A push.services.mozilla.com CNAME autopush.prod.mozaws.net A 35.164.163.28"
"649","105.207964705","10.0.2.15","35.164.163.28","TCP","74","48072  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=828463440 TSecr=0 WS=128"
"650","105.459617183","10.0.2.15","130.89.0.128","DNS","85","Standard query 0x788a A push.services.mozilla.com"
"651","105.464469103","130.89.0.128","10.0.2.15","DNS","139","Standard query response 0x788a A push.services.mozilla.com CNAME autopush.prod.mozaws.net A 35.164.163.28"
"652","105.465430300","10.0.2.15","35.164.163.28","TCP","74","48074  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=828463697 TSecr=0 WS=128"
"653","105.685939878","35.164.163.28","10.0.2.15","TCP","60","443  >  48074 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"654","105.686032762","10.0.2.15","35.164.163.28","TCP","54","48074  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"655","105.685940052","35.164.163.28","10.0.2.15","TCP","60","443  >  48072 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"656","105.686088606","10.0.2.15","35.164.163.28","TCP","54","48072  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"657","105.694572955","10.0.2.15","35.164.163.28","TLSv1.2","571","Client Hello"
"658","105.695755059","35.164.163.28","10.0.2.15","TCP","60","443  >  48072 [ACK] Seq=1 Ack=518 Win=65535 Len=0"
"659","105.702531652","10.0.2.15","35.164.163.28","TLSv1.2","571","Client Hello"
"660","105.703476210","35.164.163.28","10.0.2.15","TCP","60","443  >  48074 [ACK] Seq=1 Ack=518 Win=65535 Len=0"
"661","106.224321588","35.164.163.28","10.0.2.15","TLSv1.2","2974","Server Hello"
"662","106.224375673","10.0.2.15","35.164.163.28","TCP","54","48072  >  443 [ACK] Seq=518 Ack=2921 Win=62780 Len=0"
"663","106.224784287","35.164.163.28","10.0.2.15","TLSv1.2","527","Certificate, Server Key Exchange, Server Hello Done"
"664","106.224825260","10.0.2.15","35.164.163.28","TCP","54","48072  >  443 [ACK] Seq=518 Ack=3394 Win=62307 Len=0"
"665","106.224784459","35.164.163.28","10.0.2.15","TLSv1.2","2974","Server Hello"
"666","106.224879666","10.0.2.15","35.164.163.28","TCP","54","48074  >  443 [ACK] Seq=518 Ack=2921 Win=62780 Len=0"
"667","106.225815111","35.164.163.28","10.0.2.15","TLSv1.2","527","Certificate, Server Key Exchange, Server Hello Done"
"668","106.225852408","10.0.2.15","35.164.163.28","TCP","54","48074  >  443 [ACK] Seq=518 Ack=3394 Win=62307 Len=0"
"669","106.241636635","10.0.2.15","35.164.163.28","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"670","106.242576019","35.164.163.28","10.0.2.15","TCP","60","443  >  48072 [ACK] Seq=3394 Ack=644 Win=65535 Len=0"
"671","106.265447851","10.0.2.15","35.164.163.28","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"672","106.266492607","35.164.163.28","10.0.2.15","TCP","60","443  >  48074 [ACK] Seq=3394 Ack=644 Win=65535 Len=0"
"673","106.268097691","10.0.2.15","35.164.163.28","TLSv1.2","597","Application Data"
"674","106.268861339","35.164.163.28","10.0.2.15","TCP","60","443  >  48072 [ACK] Seq=3394 Ack=1187 Win=65535 Len=0"
"675","106.270499683","10.0.2.15","35.164.163.28","TCP","54","48074  >  443 [FIN, ACK] Seq=644 Ack=3394 Win=62780 Len=0"
"676","106.271336639","35.164.163.28","10.0.2.15","TCP","60","443  >  48074 [ACK] Seq=3394 Ack=645 Win=65535 Len=0"
"677","106.787970255","35.164.163.28","10.0.2.15","TLSv1.2","136","Change Cipher Spec, Encrypted Handshake Message, Encrypted Alert"
"678","106.788177906","10.0.2.15","35.164.163.28","TCP","54","48074  >  443 [RST] Seq=645 Win=0 Len=0"
"679","106.787970823","35.164.163.28","10.0.2.15","TLSv1.2","263","Change Cipher Spec, Encrypted Handshake Message, Application Data"
