Date,Open,High,Low,Close
06/27/2019,"5.7753","5.7932","5.7602","5.7723"
06/26/2019,"5.7950","5.8167","5.7532","5.7752"
06/25/2019,"5.8089","5.8303","5.7590","5.7949"
06/24/2019,"5.8214","5.8297","5.7129","5.8090"
06/21/2019,"5.7643","5.8384","5.7567","5.8217"
06/20/2019,"5.7913","5.7997","5.7323","5.7642"
06/19/2019,"5.8279","5.9174","5.7879","5.7912"
06/18/2019,"5.8735","5.8787","5.8162","5.8278"
06/17/2019,"5.9007","5.9280","5.8531","5.8734"
06/14/2019,"5.8686","5.9329","5.8630","5.9015"
06/13/2019,"5.8081","5.9012","5.8074","5.8684"
06/12/2019,"5.7976","5.8290","5.7671","5.8080"
06/11/2019,"5.7767","5.8406","5.7575","5.7977"
06/10/2019,"5.8307","5.8592","5.7607","5.7747"
06/07/2019,"5.7796","5.8690","5.7791","5.8310"
06/06/2019,"5.7297","5.8056","5.7146","5.7802"
06/05/2019,"5.7827","5.7882","5.6673","5.7310"
06/04/2019,"5.8343","5.8612","5.7466","5.7826"
06/03/2019,"5.8435","5.8932","5.8308","5.8345"
05/31/2019,"5.8793","5.9225","5.8222","5.8382"
05/30/2019,"6.0123","6.0267","5.8634","5.8805"
05/29/2019,"6.0318","6.0558","6.0040","6.0121"
05/28/2019,"6.0608","6.0819","5.9932","6.0319"
05/27/2019,"6.0916","6.1037","6.0350","6.0607"
05/24/2019,"6.0963","6.1288","6.0638","6.0825"
05/23/2019,"6.0956","6.1514","6.0913","6.0964"
05/22/2019,"6.0524","6.1218","6.0481","6.0946"
05/21/2019,"6.0281","6.0915","6.0128","6.0525"
05/20/2019,"6.0524","6.0808","6.0040","6.0287"
05/17/2019,"6.0460","6.0953","6.0383","6.0550"
05/16/2019,"6.0009","6.0521","5.9978","6.0457"
05/15/2019,"6.0311","6.0867","5.9890","6.0010"
05/14/2019,"6.0593","6.1115","5.9879","6.0310"
05/13/2019,"5.9845","6.1319","5.9600","6.0594"
05/10/2019,"6.1929","6.2047","5.9605","5.9845"
05/09/2019,"6.1830","6.2458","6.1587","6.1930"
05/08/2019,"6.1507","6.1982","6.1507","6.1831"
05/07/2019,"6.0813","6.1989","6.0771","6.1511"
05/06/2019,"5.9886","6.1479","5.9803","6.0812"
05/03/2019,"5.9647","5.9825","5.9612","5.9643"
05/02/2019,"5.9671","5.9824","5.9579","5.9645"
05/01/2019,"5.9659","5.9683","5.9377","5.9670"
04/30/2019,"5.9484","5.9853","5.9370","5.9655"
04/29/2019,"5.9403","5.9598","5.9245","5.9478"
04/26/2019,"5.9276","5.9696","5.9268","5.9403"
04/25/2019,"5.8735","5.9799","5.8690","5.9275"
04/24/2019,"5.8285","5.8910","5.8272","5.8752"
04/23/2019,"5.8273","5.8534","5.8113","5.8287"
04/22/2019,"5.8112","5.8525","5.8112","5.8272"
04/19/2019,"5.8001","5.8352","5.7916","5.8112"
04/18/2019,"5.7389","5.8495","5.7377","5.8004"
04/17/2019,"5.7699","5.7956","5.7065","5.7387"
04/16/2019,"5.8042","5.8292","5.7387","5.7667"
04/15/2019,"5.7774","5.8209","5.7774","5.8041"
04/12/2019,"5.7375","5.8237","5.7311","5.7774"
04/11/2019,"5.6817","5.7567","5.6770","5.7355"
04/10/2019,"5.6945","5.7207","5.6722","5.6818"
04/09/2019,"5.6890","5.7029","5.6431","5.6942"
04/08/2019,"5.6262","5.7290","5.6262","5.6903"
04/05/2019,"5.5914","5.6505","5.5746","5.6262"
04/04/2019,"5.6268","5.6611","5.5546","5.5923"
04/03/2019,"5.6056","5.6489","5.5769","5.6267"
04/02/2019,"5.4865","5.6810","5.4765","5.6047"
04/01/2019,"5.5837","5.6995","5.4449","5.4863"
03/29/2019,"5.5577","5.6751","5.5575","5.5837"
03/28/2019,"5.3322","5.6160","5.3322","5.5511"
03/27/2019,"5.3275","5.4667","5.3051","5.3334"
03/26/2019,"5.5502","5.5938","5.3044","5.3279"
03/25/2019,"5.7627","5.7627","5.5472","5.5503"
03/22/2019,"5.4654","5.8449","5.4621","5.7627"
03/21/2019,"5.4215","5.4783","5.4211","5.4655"
03/20/2019,"5.4766","5.4834","5.4079","5.4219"
03/19/2019,"5.4685","5.4884","5.4609","5.4764"
03/18/2019,"5.4467","5.4729","5.4467","5.4684"
03/15/2019,"5.4670","5.4768","5.4456","5.4467"
03/14/2019,"5.4566","5.4762","5.4559","5.4667"
03/13/2019,"5.4564","5.4766","5.4506","5.4548"
03/12/2019,"5.4456","5.4658","5.4303","5.4558"
03/11/2019,"5.4408","5.4616","5.4284","5.4455"
03/08/2019,"5.4712","5.4884","5.4312","5.4408"
03/07/2019,"5.4290","5.4810","5.4226","5.4676"
03/06/2019,"5.3869","5.4458","5.3643","5.4289"
03/05/2019,"5.3775","5.4017","5.3661","5.3867"
03/04/2019,"5.3742","5.4007","5.3668","5.3776"
03/01/2019,"5.3388","5.4052","5.3345","5.3742"
02/28/2019,"5.3131","5.3407","5.3103","5.3379"
02/27/2019,"5.3063","5.3234","5.2873","5.3135"
02/26/2019,"5.3017","5.3176","5.2917","5.3064"
02/25/2019,"5.3186","5.3252","5.2941","5.3025"
02/22/2019,"5.3213","5.3411","5.3117","5.3186"
02/21/2019,"5.3254","5.3428","5.3057","5.3211"
02/20/2019,"5.2834","5.3299","5.2771","5.3255"
02/19/2019,"5.2971","5.3232","5.2809","5.2833"
02/18/2019,"5.2714","5.3168","5.2714","5.2975"
02/15/2019,"5.2725","5.3111","5.2594","5.2714"
02/14/2019,"5.2844","5.3236","5.2645","5.2724"
02/13/2019,"5.2525","5.2939","5.2379","5.2845"
02/12/2019,"5.2786","5.2899","5.2473","5.2524"
02/11/2019,"5.2474","5.2902","5.2397","5.2784"
02/08/2019,"5.2667","5.2784","5.2346","5.2474"
02/07/2019,"5.2151","5.2945","5.2135","5.2668"
02/06/2019,"5.2007","5.2335","5.1950","5.2153"
02/05/2019,"5.2187","5.2225","5.1814","5.2009"
02/04/2019,"5.2084","5.2423","5.2077","5.2181"
02/01/2019,"5.1644","5.2308","5.1644","5.2084"
01/31/2019,"5.2252","5.2433","5.1625","5.1645"
01/30/2019,"5.3081","5.3253","5.2147","5.2266"
01/29/2019,"5.3281","5.3629","5.3014","5.3090"
01/28/2019,"5.2688","5.3432","5.2522","5.3279"
01/25/2019,"5.2649","5.2928","5.2575","5.2688"
01/24/2019,"5.2851","5.2999","5.2466","5.2651"
01/23/2019,"5.3412","5.3551","5.2748","5.2855"
01/22/2019,"5.3223","5.3650","5.3195","5.3411"
01/21/2019,"5.3284","5.3573","5.3161","5.3220"
01/18/2019,"5.3473","5.3777","5.3199","5.3284"
01/17/2019,"5.3361","5.3886","5.3324","5.3480"
01/16/2019,"5.4467","5.4526","5.3283","5.3359"
01/15/2019,"5.4444","5.4676","5.4273","5.4470"
01/14/2019,"5.4631","5.5440","5.4277","5.4443"
01/11/2019,"5.4176","5.4994","5.4150","5.4631"
01/10/2019,"5.4776","5.5058","5.4008","5.4178"
01/09/2019,"5.4811","5.5454","5.4417","5.4773"
01/08/2019,"5.3849","5.5155","5.3831","5.4806"
01/07/2019,"5.3311","5.4120","5.3235","5.3848"
01/04/2019,"5.4668","5.4785","5.3132","5.3311"
01/03/2019,"5.4000","5.6402","5.3999","5.4665"
01/02/2019,"5.2934","5.4138","5.2826","5.4001"
01/01/2019,"5.2885","5.2933","5.2787","5.2933"
