Date,Open,High,Low,Close
03/03/2020,"6.1749","6.2218","6.0323","6.1099"
03/02/2020,"6.2427","6.2589","6.1595","6.1742"
02/28/2020,"6.2084","6.2568","6.2025","6.2463"
02/27/2020,"6.1591","6.2102","6.1520","6.2082"
02/26/2020,"6.1445","6.1638","6.1413","6.1589"
02/25/2020,"6.1164","6.1577","6.0717","6.1451"
02/24/2020,"6.0964","6.1604","6.0939","6.1163"
02/21/2020,"6.1013","6.1252","6.0855","6.0965"
02/20/2020,"6.0830","6.1079","6.0803","6.1019"
02/19/2020,"6.0640","6.0860","6.0508","6.0831"
02/18/2020,"6.0449","6.0723","6.0417","6.0641"
02/17/2020,"6.0576","6.0581","6.0396","6.0448"
02/14/2020,"6.0413","6.0678","6.0373","6.0576"
02/13/2020,"6.0441","6.0649","6.0369","6.0415"
02/12/2020,"6.0161","6.0636","6.0033","6.0447"
02/11/2020,"6.0109","6.0500","6.0041","6.0163"
02/10/2020,"6.0153","6.0247","5.9763","6.0086"
02/07/2020,"5.9873","6.0476","5.9811","6.0153"
02/06/2020,"5.9825","5.9889","5.9764","5.9875"
02/05/2020,"5.9792","5.9890","5.9732","5.9826"
02/04/2020,"5.9849","5.9873","5.9625","5.9790"
02/03/2020,"5.9820","5.9867","5.9773","5.9848"
01/31/2020,"5.9748","5.9865","5.9703","5.9822"
01/30/2020,"5.9583","5.9870","5.9581","5.9756"
01/29/2020,"5.9403","5.9731","5.9389","5.9602"
01/28/2020,"5.9439","5.9527","5.9301","5.9401"
01/27/2020,"5.9391","5.9573","5.9350","5.9440"
01/24/2020,"5.9343","5.9479","5.9257","5.9391"
01/23/2020,"5.9218","5.9461","5.9035","5.9344"
01/22/2020,"5.9387","5.9448","5.9169","5.9214"
01/21/2020,"5.9141","5.9399","5.9133","5.9388"
01/20/2020,"5.8908","5.9192","5.8878","5.9147"
01/17/2020,"5.8595","5.9107","5.8498","5.8908"
01/16/2020,"5.8757","5.8923","5.8372","5.8587"
01/15/2020,"5.8815","5.9008","5.8702","5.8758"
01/14/2020,"5.8675","5.9017","5.8629","5.8816"
01/13/2020,"5.8777","5.8790","5.8495","5.8676"
01/10/2020,"5.8738","5.8965","5.8605","5.8777"
01/09/2020,"5.9092","5.9266","5.8570","5.8739"
01/08/2020,"5.9726","5.9846","5.8995","5.9091"
01/07/2020,"5.9692","5.9774","5.9495","5.9727"
01/06/2020,"5.9723","5.9769","5.9654","5.9694"
01/03/2020,"5.9570","5.9785","5.9529","5.9722"
01/02/2020,"5.9465","5.9595","5.9465","5.9571"
01/01/2020,"5.9491","5.9491","5.9464","5.9466"
