Date,Open,High,Low,Close
11/07/2018,"5.3560","5.4144","5.3212","5.3612"
11/06/2018,"5.3134","5.4181","5.3028","5.3559"
11/05/2018,"5.4296","5.4763","5.3041","5.3133"
11/02/2018,"5.5115","5.5279","5.4146","5.4296"
11/01/2018,"5.5834","5.6492","5.5102","5.5116"
10/31/2018,"5.4751","5.6269","5.4723","5.5836"
10/30/2018,"5.5614","5.5629","5.4624","5.4748"
10/29/2018,"5.5929","5.5944","5.5087","5.5612"
10/26/2018,"5.6353","5.6578","5.5673","5.5929"
10/25/2018,"5.7015","5.7355","5.6135","5.6352"
10/24/2018,"5.7443","5.7758","5.6598","5.7013"
10/23/2018,"5.6682","5.8692","5.6661","5.7440"
10/22/2018,"5.6425","5.6926","5.6222","5.6678"
10/19/2018,"5.6415","5.7009","5.5989","5.6425"
10/18/2018,"5.5833","5.6847","5.5329","5.6429"
10/17/2018,"5.6854","5.7168","5.5404","5.5831"
10/16/2018,"5.7859","5.8077","5.6631","5.6870"
10/15/2018,"5.8721","5.8965","5.7511","5.7853"
10/12/2018,"5.9260","5.9824","5.8302","5.8721"
10/11/2018,"6.0757","6.0849","5.9021","5.9258"
10/10/2018,"6.1001","6.1314","6.0153","6.0768"
10/09/2018,"6.1119","6.1583","6.0883","6.1011"
10/08/2018,"6.1333","6.1910","6.1072","6.1107"
10/05/2018,"6.1632","6.2146","6.1041","6.1333"
10/04/2018,"6.0458","6.2270","6.0443","6.1625"
10/03/2018,"5.9847","6.0912","5.9804","6.0459"
10/02/2018,"5.9397","6.0589","5.9339","5.9846"
10/01/2018,"6.0560","6.0560","5.9068","5.9390"
09/28/2018,"6.0093","6.0942","5.9606","6.0560"
09/27/2018,"6.1078","6.1342","5.9639","6.0090"
09/26/2018,"6.1617","6.1999","6.0550","6.1084"
09/25/2018,"6.1525","6.2244","6.0680","6.1618"
09/24/2018,"6.2923","6.3323","6.0511","6.1500"
09/21/2018,"6.1995","6.3063","6.1951","6.2923"
09/20/2018,"6.2499","6.3727","6.1336","6.2003"
09/19/2018,"6.3849","6.4139","6.2349","6.2501"
09/18/2018,"6.3146","6.4649","6.3050","6.3850"
09/17/2018,"6.1703","6.3267","6.1538","6.3144"
09/14/2018,"6.0818","6.1906","6.0198","6.1703"
09/13/2018,"6.3445","6.5048","6.0090","6.0817"
09/12/2018,"6.4303","6.4636","6.3309","6.3446"
09/11/2018,"6.4633","6.4887","6.4213","6.4302"
09/10/2018,"6.4071","6.4967","6.4071","6.4632"
09/07/2018,"6.5827","6.6061","6.3763","6.4071"
09/06/2018,"6.6022","6.6374","6.5496","6.5816"
09/05/2018,"6.6711","6.7198","6.5685","6.6017"
09/04/2018,"6.6356","6.7251","6.5947","6.6706"
09/03/2018,"6.5426","6.7309","6.5245","6.6345"
08/31/2018,"6.6550","6.7956","6.3913","6.5426"
08/30/2018,"6.4711","6.8365","6.4267","6.6566"
08/29/2018,"6.2722","6.4852","6.2430","6.4710"
08/28/2018,"6.1216","6.2890","6.1190","6.2732"
08/27/2018,"6.0068","6.2964","5.9837","6.1217"
08/24/2018,"6.1248","6.1357","6.0068","6.0068"
08/23/2018,"6.0514","6.1541","6.0051","6.1149"
08/22/2018,"6.0774","6.0923","6.0312","6.0519"
08/21/2018,"6.0815","6.1613","6.0136","6.0775"
08/20/2018,"6.0158","6.2000","5.9871","6.0818"
08/17/2018,"5.8270","6.3431","5.7535","6.0158"
08/16/2018,"5.9438","6.0400","5.6972","5.8246"
08/15/2018,"6.3518","6.5784","5.8641","5.9868"
08/14/2018,"6.8868","6.9668","6.3047","6.3544"
08/13/2018,"6.4275","7.0748","6.4275","6.8846"
08/10/2018,"5.5467","6.6571","5.5400","6.4275"
08/09/2018,"5.2806","5.5686","5.2755","5.5426"
08/08/2018,"5.2291","5.3072","5.2214","5.2804"
08/07/2018,"5.3308","5.3744","5.1813","5.2443"
08/06/2018,"5.0815","5.4208","5.0815","5.3310"
08/03/2018,"5.0686","5.1133","5.0596","5.0815"
08/02/2018,"4.9954","5.0934","4.9628","5.0676"
08/01/2018,"4.9134","5.0148","4.9072","4.9963"
07/31/2018,"4.8825","4.9284","4.8761","4.9139"
07/30/2018,"4.8529","4.9085","4.8495","4.8824"
07/27/2018,"4.8656","4.8830","4.8412","4.8529"
07/26/2018,"4.7729","4.8709","4.7725","4.8649"
07/25/2018,"4.8857","4.8874","4.7704","4.7727"
07/24/2018,"4.7409","4.9383","4.7358","4.8855"
07/23/2018,"4.7927","4.7927","4.7372","4.7395"
07/20/2018,"4.8064","4.8269","4.7729","4.7927"
07/19/2018,"4.7950","4.8409","4.7894","4.8066"
07/18/2018,"4.8060","4.8467","4.7667","4.7934"
07/17/2018,"4.8449","4.8591","4.7756","4.8059"
07/16/2018,"4.8552","4.8642","4.8244","4.8463"
07/13/2018,"4.8562","4.8754","4.8187","4.8552"
07/12/2018,"4.8762","4.9624","4.7854","4.8552"
07/11/2018,"4.7079","4.8760","4.6998","4.8743"
07/10/2018,"4.7339","4.7504","4.6464","4.7086"
07/09/2018,"4.5731","4.7488","4.5118","4.7342"
07/06/2018,"4.5925","4.6187","4.5694","4.5731"
07/05/2018,"4.6671","4.6858","4.5832","4.5921"
07/04/2018,"4.6720","4.7234","4.6620","4.6662"
07/03/2018,"4.6169","4.6861","4.6105","4.6719"
07/02/2018,"4.5872","4.6415","4.5872","4.6161"
06/29/2018,"4.5830","4.6111","4.5553","4.5872"
06/28/2018,"4.6227","4.6517","4.5760","4.5851"
06/27/2018,"4.6148","4.6563","4.5923","4.6225"
06/26/2018,"4.6820","4.7149","4.6070","4.6138"
06/25/2018,"4.6773","4.7229","4.5394","4.6821"
06/22/2018,"4.7202","4.7462","4.6616","4.6773"
06/21/2018,"4.7327","4.7680","4.7194","4.7201"
06/20/2018,"4.7397","4.7696","4.7270","4.7326"
06/19/2018,"4.7045","4.7752","4.7013","4.7485"
06/18/2018,"4.7301","4.7462","4.6793","4.7041"
06/15/2018,"4.7267","4.7602","4.7121","4.7301"
06/14/2018,"4.6465","4.7329","4.6052","4.7259"
06/13/2018,"4.5964","4.6978","4.5838","4.6603"
06/12/2018,"4.5232","4.5974","4.5207","4.5955"
06/11/2018,"4.4740","4.5395","4.4635","4.5229"
06/08/2018,"4.4834","4.5411","4.4662","4.4740"
06/07/2018,"4.5542","4.5860","4.4595","4.4844"
06/06/2018,"4.5993","4.6286","4.5381","4.5554"
06/05/2018,"4.5916","4.6337","4.5842","4.5985"
06/04/2018,"4.6508","4.6791","4.5805","4.5921"
06/01/2018,"4.5258","4.6575","4.5182","4.6508"
05/31/2018,"4.4657","4.5456","4.4552","4.5245"
05/30/2018,"4.5484","4.5641","4.4467","4.4650"
05/29/2018,"4.5827","4.6358","4.5368","4.5488"
05/28/2018,"4.7081","4.7142","4.5558","4.5831"
05/25/2018,"4.7085","4.8029","4.6895","4.7081"
05/24/2018,"4.5761","4.8019","4.5465","4.7084"
05/23/2018,"4.6693","4.9233","4.5410","4.5762"
05/22/2018,"4.5754","4.6738","4.5420","4.6691"
05/21/2018,"4.4917","4.5992","4.4917","4.5749"
05/18/2018,"4.4610","4.5054","4.4420","4.4917"
05/17/2018,"4.4139","4.4674","4.4123","4.4606"
05/16/2018,"4.4464","4.5009","4.3933","4.4141"
05/15/2018,"4.3669","4.4749","4.3486","4.4444"
05/14/2018,"4.3136","4.3712","4.3028","4.3655"
05/11/2018,"4.2343","4.3180","4.2302","4.3136"
05/10/2018,"4.2872","4.3084","4.2210","4.2352"
05/09/2018,"4.3326","4.3746","4.2550","4.2876"
05/08/2018,"4.2669","4.3378","4.2598","4.3327"
05/07/2018,"4.2292","4.2729","4.2238","4.2678"
05/04/2018,"4.2136","4.2899","4.2132","4.2292"
05/03/2018,"4.1772","4.2446","4.1540","4.2133"
05/02/2018,"4.1028","4.1876","4.0918","4.1771"
05/01/2018,"4.0621","4.1234","4.0533","4.1027"
04/30/2018,"4.0422","4.0740","4.0295","4.0617"
04/27/2018,"4.0659","4.0794","4.0381","4.0422"
04/26/2018,"4.0813","4.0863","4.0582","4.0664"
04/25/2018,"4.0863","4.1078","4.0561","4.0815"
04/24/2018,"4.1087","4.1144","4.0806","4.0860"
04/23/2018,"4.0766","4.1108","4.0611","4.1084"
04/20/2018,"4.0412","4.0790","4.0269","4.0766"
04/19/2018,"4.0082","4.0485","4.0079","4.0403"
04/18/2018,"4.0976","4.1084","4.0052","4.0083"
04/17/2018,"4.0968","4.1270","4.0743","4.0971"
04/16/2018,"4.0969","4.1171","4.0880","4.0965"
04/13/2018,"4.1101","4.1173","4.0700","4.0969"
04/12/2018,"4.1353","4.1616","4.0856","4.1102"
04/11/2018,"4.1123","4.1930","4.1074","4.1355"
04/10/2018,"4.0737","4.1388","4.0563","4.1121"
04/09/2018,"4.0453","4.0757","4.0351","4.0736"
04/06/2018,"4.0515","4.0665","4.0299","4.0453"
04/05/2018,"3.9993","4.0536","3.9967","4.0525"
04/04/2018,"3.9885","4.0273","3.9856","3.9994"
04/03/2018,"3.9722","3.9943","3.9703","3.9887"
04/02/2018,"3.9552","3.9808","3.9501","3.9735"
03/30/2018,"3.9426","3.9604","3.9417","3.9552"
03/29/2018,"4.0103","4.0163","3.9343","3.9422"
03/28/2018,"3.9816","4.0146","3.9782","4.0102"
03/27/2018,"3.9656","3.9971","3.9619","3.9817"
03/26/2018,"3.9824","3.9958","3.9556","3.9657"
03/23/2018,"3.9350","3.9907","3.9348","3.9824"
03/22/2018,"3.9088","3.9443","3.8983","3.9349"
03/21/2018,"3.9340","3.9383","3.9066","3.9085"
03/20/2018,"3.9364","3.9529","3.9218","3.9339"
03/19/2018,"3.9206","3.9527","3.9206","3.9356"
03/16/2018,"3.8955","3.9259","3.8918","3.9206"
03/15/2018,"3.8793","3.9054","3.8764","3.8956"
03/14/2018,"3.8733","3.8947","3.8562","3.8797"
03/13/2018,"3.8439","3.8753","3.8363","3.8736"
03/12/2018,"3.8111","3.8512","3.8063","3.8438"
03/09/2018,"3.8238","3.8290","3.8057","3.8111"
03/08/2018,"3.8027","3.8283","3.8006","3.8236"
03/07/2018,"3.7942","3.8095","3.7910","3.8030"
03/06/2018,"3.8083","3.8127","3.7863","3.7941"
03/05/2018,"3.8071","3.8295","3.8067","3.8084"
03/02/2018,"3.8057","3.8255","3.8029","3.8071"
03/01/2018,"3.7975","3.8207","3.7971","3.8056"
02/28/2018,"3.8157","3.8167","3.7967","3.7988"
02/27/2018,"3.7864","3.8159","3.7823","3.8155"
02/26/2018,"3.7891","3.7920","3.7755","3.7857"
02/23/2018,"3.7825","3.7944","3.7775","3.7891"
02/22/2018,"3.7880","3.8099","3.7799","3.7828"
02/21/2018,"3.7985","3.8088","3.7742","3.7896"
02/20/2018,"3.7582","3.8130","3.7581","3.7982"
02/19/2018,"3.7474","3.7630","3.7437","3.7585"
02/16/2018,"3.7644","3.7725","3.7371","3.7474"
02/15/2018,"3.7822","3.7854","3.7633","3.7641"
02/14/2018,"3.8106","3.8235","3.7781","3.7823"
02/13/2018,"3.8002","3.8134","3.7909","3.8124"
02/12/2018,"3.8201","3.8201","3.7952","3.7997"
02/09/2018,"3.8223","3.8450","3.8075","3.8201"
02/08/2018,"3.8043","3.8356","3.7910","3.8216"
02/07/2018,"3.7697","3.8076","3.7634","3.8047"
02/06/2018,"3.7904","3.7959","3.7615","3.7693"
02/05/2018,"3.7699","3.7920","3.7560","3.7900"
02/02/2018,"3.7317","3.7764","3.7295","3.7699"
02/01/2018,"3.7553","3.7724","3.7283","3.7315"
01/31/2018,"3.7809","3.7814","3.7461","3.7551"
01/30/2018,"3.7937","3.7989","3.7624","3.7810"
01/29/2018,"3.7507","3.7972","3.7507","3.7934"
01/26/2018,"3.7512","3.7644","3.7289","3.7507"
01/25/2018,"3.7386","3.7609","3.7163","3.7525"
01/24/2018,"3.7670","3.7740","3.7328","3.7384"
01/23/2018,"3.7747","3.8031","3.7652","3.7668"
01/22/2018,"3.8066","3.8340","3.7724","3.7750"
01/19/2018,"3.7703","3.8167","3.7611","3.8066"
01/18/2018,"3.8189","3.8226","3.7575","3.7701"
01/17/2018,"3.7967","3.8323","3.7926","3.8186"
01/16/2018,"3.8009","3.8344","3.7839","3.7963"
01/15/2018,"3.7490","3.8042","3.7467","3.8007"
01/12/2018,"3.7749","3.7830","3.7442","3.7490"
01/11/2018,"3.7996","3.8059","3.7682","3.7741"
01/10/2018,"3.7686","3.8066","3.7661","3.7997"
01/09/2018,"3.7445","3.7787","3.7406","3.7683"
01/08/2018,"3.7355","3.7565","3.7300","3.7447"
01/05/2018,"3.7479","3.7599","3.7315","3.7355"
01/04/2018,"3.7814","3.7863","3.7434","3.7476"
01/03/2018,"3.7668","3.7879","3.7554","3.7812"
01/02/2018,"3.7920","3.7968","3.7525","3.7667"
01/01/2018,"3.7947","3.7960","3.7899","3.7915"
